,BOOKED
45091,0
14583,0
485,1
31937,0
8132,0
12411,1
18869,0
45940,0
8288,1
25232,0
25397,0
2918,0
17880,0
42219,1
1531,0
53681,0
13896,0
3382,0
37849,0
37099,0
37980,0
43710,0
8589,0
44857,0
26689,0
51108,0
12254,0
8905,1
28005,0
19646,0
34729,0
20923,0
49680,0
44379,0
5727,0
4664,0
9974,0
40794,0
21780,0
23484,0
28102,0
43880,1
38530,0
7365,0
53371,0
24109,1
22236,1
21130,0
53481,0
37933,0
7633,0
1152,0
20718,0
21365,0
43462,0
49014,0
32675,1
9678,0
5241,0
13243,0
53794,1
53789,0
15991,0
36290,1
14856,0
13967,0
44306,0
52952,0
39998,0
47235,0
11915,0
42716,0
8808,0
37285,0
47606,1
37082,0
43435,0
24705,0
52803,0
14860,0
4010,1
45011,0
27160,0
47565,1
48941,0
4071,0
354,0
38034,0
44805,0
48443,0
39698,0
42658,1
11358,0
30372,1
11959,0
47632,0
11349,0
14503,0
53267,0
44885,1
31281,0
41166,0
32509,0
54980,0
4815,0
26656,1
51909,0
42422,0
17083,0
11684,0
36336,0
36261,0
8628,0
709,0
22472,0
45005,0
31889,0
22855,0
19793,0
48553,0
38133,0
35690,0
1656,0
33710,0
15670,0
12558,0
7551,0
30494,1
2689,1
488,0
2107,0
47159,0
15206,0
46050,0
267,0
30758,0
8794,0
55173,1
338,0
33480,0
18312,1
9902,0
50495,0
1993,0
38528,0
44004,0
36248,0
36570,0
51256,0
12615,0
28659,0
27335,0
48174,0
1779,0
26832,0
13677,1
40109,0
29786,0
3330,0
1240,0
7533,0
2217,0
53104,0
14916,0
3628,1
22259,0
27650,1
19806,0
33564,0
14185,0
52168,0
3971,0
28939,0
28308,0
40302,0
2724,0
53036,0
34776,1
1936,0
28048,0
25182,0
18012,0
7804,0
55062,0
50841,1
36395,0
19202,0
43474,0
13117,0
10801,1
28622,0
17025,1
29933,0
18324,1
78,1
19715,1
18278,0
19948,0
51829,0
16891,0
4750,0
35572,0
6918,0
22350,0
51733,0
42300,0
46162,0
21968,0
49426,0
27434,0
51107,0
41725,0
22332,0
42346,0
23322,0
45489,0
36520,0
54415,0
238,0
35992,0
51469,0
37852,0
31854,0
13744,0
25806,0
31243,0
51392,0
32679,0
41471,0
50308,0
15455,0
10352,0
44461,1
47241,0
35799,0
38789,0
3644,0
21718,0
18019,0
12560,0
48771,1
23782,1
14901,0
26774,0
32233,0
37415,0
6831,0
28001,1
39280,0
21504,1
32267,0
49914,1
41267,0
38316,0
52367,0
42770,0
24384,0
9113,0
2988,0
1515,1
53772,0
31960,0
45844,0
14167,0
6552,0
5594,0
3521,0
43414,0
16510,0
45668,1
32477,0
22915,0
43153,1
34451,1
45122,0
45547,0
46391,0
44188,0
8410,0
52469,0
3408,0
17559,0
37146,1
41685,0
51688,1
19642,0
40082,0
43638,0
48261,1
39079,0
4221,0
20542,1
23472,0
17317,0
13074,0
48604,0
13319,0
10601,0
41335,0
25431,1
2130,0
21481,0
50144,0
29066,0
17360,1
7194,0
41853,0
27041,0
855,0
41796,0
46271,0
29016,0
19216,0
42037,0
8223,0
41502,1
46756,0
54877,0
2981,0
37207,0
8192,0
26555,0
12553,0
35239,0
24216,1
10351,0
13711,0
46227,0
333,0
44734,0
34664,1
49750,0
17803,0
38446,0
1318,0
28594,0
16431,0
4603,1
50399,0
21957,1
28451,0
24534,0
30162,0
51624,0
53799,0
5410,0
271,1
21900,0
27627,0
10964,0
20002,1
22034,1
15753,1
8434,0
16481,0
26290,0
21489,1
5733,0
46116,0
44762,0
9177,0
7381,0
4692,0
3399,0
12921,0
52604,0
35145,0
12607,0
10971,1
32604,0
33414,0
9831,0
44908,0
27599,0
21340,0
30630,0
37694,0
20901,0
50041,0
16949,0
15910,0
24747,0
12489,0
23577,0
1787,0
41444,1
45607,0
37163,1
21228,0
51465,0
14369,0
34649,0
10789,1
36043,0
9134,0
26356,0
47687,1
31894,0
45487,0
40652,1
36835,0
23291,0
20767,0
7607,0
38263,1
5571,0
5645,0
4336,0
4973,0
38982,0
4981,0
14745,0
27592,0
52021,0
13490,0
10535,1
33615,0
29005,0
55214,0
38849,0
7001,0
673,0
54687,0
49153,0
50549,0
43987,0
24464,0
37761,0
43980,0
20830,0
9626,1
5847,0
33831,1
18530,0
33888,0
10837,0
44,0
8271,0
20252,0
3935,1
39644,0
9767,1
21875,0
39384,0
16827,0
41794,1
3800,1
10338,0
29757,0
8761,0
41684,0
393,1
26739,0
29533,0
27051,0
49028,0
34901,0
32927,0
42999,0
21583,0
46590,0
3390,0
52032,0
8850,0
4389,0
24891,0
12199,0
51579,0
30438,0
35064,0
9997,1
16461,0
6747,0
22195,0
54048,0
38236,0
48010,0
28485,0
25414,0
34318,0
54584,1
29807,0
53932,1
13511,0
1169,0
4910,0
44279,0
44619,0
1172,0
35492,0
24946,0
50220,0
54096,0
28836,0
39153,0
13648,0
44771,0
20253,0
43768,0
43929,1
8743,0
20872,1
23125,0
14585,0
50930,0
21079,0
39699,0
45847,0
49988,0
13749,0
7439,0
52213,0
24466,0
18489,0
37100,0
42624,0
8489,0
8311,1
4780,0
7442,0
25296,0
47255,1
30305,0
7850,1
40696,0
50911,0
37678,0
110,0
30442,0
42021,0
52679,0
47383,0
43677,0
6051,0
43093,0
31007,0
24106,0
10787,0
10319,0
7417,0
18587,0
14430,0
43832,0
8361,0
18223,0
5472,0
37359,0
2519,0
6416,1
48714,0
13228,0
50956,0
17094,0
52944,0
3398,1
16812,0
18483,1
9259,0
23963,0
44501,0
51796,0
20114,0
17008,0
27208,1
33200,0
2955,0
24521,0
23160,0
44724,0
2994,0
2648,1
32055,0
49124,0
8474,0
5009,0
28408,1
37405,0
2755,0
11943,0
4509,0
8889,0
50568,0
6179,0
19132,0
15891,1
21324,0
51284,0
2282,0
4938,0
31064,0
46961,0
48360,0
27295,0
21828,1
31534,0
28502,1
1581,0
14496,0
9708,0
36210,0
25084,0
32097,0
4591,0
49174,0
39160,1
44241,0
25110,0
1303,0
9752,0
13262,0
52725,0
10969,0
39741,0
14866,0
39217,0
37637,0
12851,0
11922,0
19284,0
43660,1
52362,1
9144,1
43197,0
25607,0
24158,1
47489,0
6183,0
13397,0
8638,0
36173,0
45943,0
28940,0
26406,0
34261,0
2731,0
17761,0
18636,0
38804,0
24644,1
35264,0
42390,0
3185,0
29952,0
33227,0
1058,0
31074,1
52978,0
39082,0
41750,1
31532,1
38701,0
21022,0
46386,0
23900,0
9170,0
21648,0
53317,0
32743,0
32282,0
15868,0
35744,1
24088,0
50586,0
46926,1
40284,0
33835,0
22110,0
27597,1
17337,0
6580,0
25026,0
48168,0
3340,0
23126,0
48476,0
48919,0
16627,0
44925,1
51813,0
49540,1
23657,0
16045,0
48461,0
18167,0
10304,0
10224,0
47585,0
18109,1
51310,0
37410,0
1225,0
31172,0
49140,0
36061,0
31721,0
2953,0
43695,0
6121,0
35823,0
25005,0
1062,0
1942,0
50698,1
40963,0
1571,0
18976,0
26551,0
43360,0
29128,0
36459,0
4379,0
47933,0
8170,1
31516,0
20857,0
16778,1
32212,0
32952,0
13065,0
4464,0
24067,0
26346,0
35371,0
55102,1
19082,0
40769,0
30740,0
15046,1
28916,0
40994,0
21370,0
40503,0
46988,0
36451,0
28543,0
42385,0
26914,0
41340,0
48981,0
13938,0
43358,0
35994,0
15441,0
5012,0
52928,0
53094,1
6815,1
30001,0
13296,0
7466,0
24996,0
27366,0
20024,0
9208,0
47096,0
43466,0
46547,0
51452,0
54085,0
16331,0
21703,0
39382,0
54986,0
17402,0
3256,0
14597,0
45568,0
31245,0
35237,0
51870,0
38181,0
2521,0
37225,0
25637,0
39964,0
28241,0
23614,0
34931,0
33270,0
32459,0
43863,0
2681,0
28009,0
51590,0
37743,0
7746,0
48189,0
838,0
21467,0
29460,1
7038,0
11843,0
35488,0
24221,0
21880,0
32317,0
10234,0
29375,0
38969,0
46419,0
30142,0
9480,0
26617,0
4127,0
445,0
12759,0
25969,1
51783,0
17183,0
41842,0
37640,0
104,1
47964,0
3331,0
42957,0
29514,0
48232,0
49822,0
19670,1
21530,0
37053,0
2944,0
29205,0
29433,0
6615,0
10798,1
10533,0
26159,0
31444,0
40957,0
18465,0
6113,1
17540,1
13726,0
51824,0
11011,0
26895,0
18845,1
50765,1
22241,1
14657,0
35002,0
50215,0
27555,0
37348,0
35499,0
2826,0
47103,0
31107,0
28993,1
41319,0
27522,0
23586,0
17720,0
46976,0
36175,0
33681,0
48462,1
43852,0
6326,0
13876,0
36484,0
13627,0
46567,0
38953,0
930,0
26450,0
13027,0
3062,0
16111,0
2626,0
25367,0
19214,0
52095,1
790,0
28211,0
38196,0
37994,0
12142,0
18923,0
42111,0
21098,1
44960,0
10433,0
35743,0
44695,0
22393,1
22928,0
1102,1
22888,0
4106,0
23848,0
4776,0
12157,0
18655,1
7217,0
23345,0
327,0
22677,0
4419,0
50592,0
1252,0
50424,0
3916,0
51528,0
4388,0
50265,0
30053,0
39989,1
39377,0
18746,1
4884,0
14027,0
174,1
42406,0
41655,0
15503,0
5132,1
48147,0
26358,0
37687,0
29145,0
36977,0
5966,0
23874,0
5386,0
11436,0
15179,1
4252,1
24045,0
4244,0
44396,0
12040,0
26601,0
46737,0
21975,0
36995,0
54130,1
54930,1
3024,0
34347,0
33773,0
515,0
18104,0
50947,0
19432,0
10493,1
37397,0
44143,0
19600,0
18050,0
30327,1
23470,1
45086,0
36567,1
48416,0
33763,0
312,1
523,0
1368,0
54681,0
25802,0
348,0
25704,1
26295,0
52772,0
46363,0
9296,0
2713,0
43691,1
32146,1
29295,0
32964,0
21015,1
54063,0
50454,0
42095,0
23162,0
22640,0
25399,0
30273,0
31039,1
43738,0
46558,0
3364,0
18739,0
9164,0
32483,0
16677,0
48268,0
29109,1
17391,0
46993,1
33691,0
29520,0
13269,0
25279,0
51679,0
51387,0
17639,0
43774,0
34517,1
26224,0
51910,0
35831,0
36735,0
45874,0
38716,1
15157,1
16362,0
48050,0
52348,0
30823,0
17425,0
40019,0
44131,1
20591,0
23007,0
14840,0
39764,0
53148,1
51580,0
20665,0
4680,1
16439,1
55211,0
9803,0
35149,0
16699,0
10462,0
8647,0
27937,0
15102,0
46083,0
4219,0
17346,0
21253,0
48044,0
26868,0
39115,0
39317,0
33328,0
30859,0
9912,0
34997,1
31926,1
53043,0
54576,0
38799,1
55097,0
5625,0
6788,0
35460,0
31509,0
50655,1
38834,0
27030,0
50252,1
32118,1
38696,0
22884,0
13242,0
5878,0
29808,0
8134,0
5823,0
14676,0
13170,0
15996,0
50719,0
11409,0
21515,1
12485,1
47195,1
19498,0
13533,0
21620,0
1776,0
6167,0
13345,0
17920,0
18373,0
46254,0
18342,0
900,1
6583,1
18808,0
21859,0
4041,0
35547,0
24042,0
21244,1
49705,0
45250,1
48828,0
32669,0
37399,0
511,0
2449,0
4841,0
52638,0
52249,0
53676,0
5737,0
25668,0
51301,0
34930,1
14543,0
10286,0
36893,0
32667,0
53568,0
49103,0
17999,0
17739,0
2934,0
19386,0
28032,0
9970,0
16071,0
35201,0
28936,1
16698,0
40954,0
26005,0
37593,0
6663,0
53399,0
53589,1
21602,0
13615,0
35662,0
39952,0
7491,0
49097,0
20433,0
17888,1
19757,1
53214,0
1900,1
33704,1
26803,0
8791,0
4651,0
3220,0
49277,0
47134,1
24061,0
10412,1
19004,0
14462,0
44416,0
26236,0
50267,0
25735,0
29425,0
55231,1
32822,1
44164,0
45384,0
45719,0
20585,0
3616,0
3357,0
417,0
34182,1
49910,0
11819,0
36631,0
34936,0
16718,0
41393,1
51820,0
38972,0
20358,0
51964,0
4072,0
37615,0
45984,0
16128,0
21195,0
28148,0
51750,0
12660,0
10901,0
6735,0
30311,0
25698,0
46201,0
32925,1
41164,0
30414,1
21302,0
19453,0
46901,0
43121,0
12479,0
52645,0
41706,1
40247,0
2440,0
12327,0
46407,0
36205,0
47476,0
9746,0
46928,1
44458,1
1012,0
10661,0
40771,0
8412,0
49694,0
31440,1
35411,0
27024,0
32917,0
53746,0
53427,0
50612,1
13558,0
41854,0
54895,0
24881,0
41802,0
27567,0
37569,0
43056,1
45331,0
29608,0
34692,0
20292,1
51152,0
28406,0
23133,0
16954,0
38001,0
29636,0
25959,0
2024,0
3909,1
34287,0
3132,0
25723,0
43133,0
29715,0
34372,0
11363,0
38723,0
30190,1
18139,1
52352,0
40980,1
22870,0
54427,0
46442,0
11049,0
31792,0
13003,0
49959,0
53529,0
38266,0
6990,0
51406,1
44712,0
11655,0
46508,0
31414,0
1524,0
21567,0
49730,1
16180,0
26720,0
23194,0
50004,0
53014,0
5577,1
44650,0
34628,0
39137,0
15035,0
30144,0
13470,0
23012,0
15018,0
53662,0
35456,0
47262,0
1398,0
18937,0
39527,0
27670,1
8373,0
28329,0
34218,0
9260,0
15790,1
31628,0
52079,1
9342,0
6929,0
24492,1
17610,0
42292,0
36943,0
38430,0
20798,0
50253,0
5516,0
28514,0
53193,1
22606,0
10066,0
49403,0
45681,1
36402,1
28776,0
2806,0
18995,0
17178,0
12883,0
44517,0
50126,0
13522,0
19889,0
20512,0
22313,1
17168,0
35428,0
16856,0
13579,1
21511,0
9942,1
50690,1
3002,0
29774,0
34721,1
41643,0
40115,1
23457,1
18764,0
48932,0
52051,0
19118,0
33145,0
50567,0
23115,0
13305,0
46406,0
35725,0
1302,0
26838,0
11829,0
34485,0
1101,0
51967,0
8652,0
25352,1
12894,0
44939,0
22237,0
46313,0
16657,0
48354,1
3137,0
51961,0
28577,0
8197,1
10548,0
20321,1
31442,0
33351,0
54762,0
20888,0
20916,0
27114,0
15482,0
27159,1
38055,0
2964,0
23712,0
19422,1
37896,0
28990,0
36993,1
11145,0
44869,0
30953,0
52337,1
25151,0
37148,0
44702,0
2244,0
24391,1
30897,0
54595,1
53498,0
33032,0
29560,1
29890,1
23859,0
25523,0
10151,0
36491,0
48988,0
24046,1
41168,0
54945,0
3923,1
12260,0
45653,0
39862,0
2910,0
41495,1
31211,0
39646,1
10780,0
44033,0
31448,0
15205,0
21420,0
31999,0
9838,0
14006,1
34087,0
10874,1
43059,0
32689,0
38287,0
6037,0
20295,0
22358,0
52235,0
2960,0
17575,0
55044,0
47036,0
2192,0
33379,0
19140,1
46075,1
32767,0
6684,0
20262,0
12459,0
38833,0
45588,0
20696,0
17187,0
49389,0
3449,0
51899,0
16643,0
9293,0
35135,0
38404,0
8420,0
26239,0
16386,0
36283,0
43709,0
48127,0
15760,0
48627,0
39980,0
20116,1
33049,1
13771,0
53999,0
27502,0
47435,0
17448,0
40569,0
41004,0
3538,0
17677,0
15956,0
51009,0
177,0
12551,0
38659,0
8377,0
14984,1
34963,0
29621,0
45018,0
55068,1
13703,0
15849,0
10305,1
952,0
51644,1
8253,0
14788,0
5907,0
16804,0
15866,0
281,1
21490,1
33410,1
45352,0
17612,0
36899,0
38342,0
36620,0
9014,0
27017,0
1480,0
15365,0
12473,0
48930,0
7504,1
22116,0
28063,0
24701,0
46715,0
29788,0
43478,0
28172,1
2006,0
17825,1
53640,1
38649,1
44739,1
53361,0
24238,0
20386,1
18752,0
27430,0
20366,0
3444,1
31946,0
14358,0
8199,0
21064,0
43524,1
40360,0
28614,0
2939,0
28522,0
14666,1
49909,0
50133,0
54989,0
43831,0
26538,0
30457,0
16179,0
21229,1
47373,0
12955,1
3176,0
44733,1
36092,0
24166,0
24558,0
28278,0
5220,0
38205,1
22081,0
4921,0
37850,1
18980,0
8239,0
26682,1
43182,0
26904,1
46687,1
12081,0
11855,0
10232,1
31966,0
16913,0
10494,0
11247,0
52277,0
47258,1
41206,0
20764,0
21708,1
3700,1
1262,0
50871,0
46133,0
34909,0
30434,1
37698,0
9702,0
17372,1
2738,0
19400,0
11926,1
31132,0
10815,0
39196,0
32027,1
2054,0
15586,0
18676,0
15047,0
22207,0
43191,0
27370,0
11113,1
50268,0
21954,0
6474,1
31603,1
34533,0
17934,0
27220,0
28099,0
33318,0
23719,0
41080,0
31361,0
31388,1
25661,0
10073,0
12010,1
34464,0
7336,0
13251,1
34799,0
43872,0
5243,0
8884,0
32645,0
18994,0
34330,0
48160,0
28975,0
2707,0
14255,0
10344,0
6427,0
38076,0
16247,0
16650,0
7445,0
43410,0
29181,1
31867,0
44633,0
34852,0
28734,0
16024,1
29516,0
51305,0
12415,0
52822,0
33174,0
17051,1
46319,0
20451,0
31181,0
42448,0
42347,0
32654,0
13127,1
37951,1
3887,0
18321,0
4832,0
14642,0
41871,0
10666,0
18153,0
3381,0
17736,0
15728,1
3673,1
30709,0
24043,0
18913,0
19747,0
31704,0
2880,0
17975,1
9954,0
44816,0
27882,0
46937,0
30103,0
15875,0
53463,0
34879,0
12064,0
14953,0
14217,0
37894,0
5002,0
15044,1
33817,0
37936,0
20201,0
51949,0
25692,0
49794,0
43064,0
18772,0
28449,0
48430,0
1179,0
51242,0
19975,0
17635,1
48250,0
7425,0
49392,0
35450,0
20504,0
23090,0
37452,0
44789,0
10864,0
42094,0
22016,0
14513,0
50458,0
41323,0
49183,0
47496,0
50599,0
26919,0
33775,0
545,1
42667,0
7617,0
40528,0
24524,1
8659,0
43850,0
52102,0
38847,0
40270,0
45728,0
19512,0
13607,1
27118,0
13040,0
15517,1
46505,0
50622,0
48927,1
2046,0
22593,0
19328,0
51685,0
21654,0
28087,0
25656,0
30544,0
53390,0
14997,0
44079,0
47816,0
19528,0
43368,1
13247,0
19819,0
15649,0
51405,0
10925,0
13817,0
49253,0
5840,0
25380,0
45611,0
33667,0
40141,0
4969,1
14342,0
39567,0
20834,1
17556,0
12857,0
49815,0
45619,0
14596,0
20130,0
24345,0
49365,0
10124,0
5542,1
42921,0
28590,0
8424,0
54664,0
18610,0
51052,1
11136,0
45046,0
12285,0
40452,0
20614,0
45152,0
43202,0
38471,0
50872,0
53279,0
29054,0
30165,1
10646,0
26098,0
50025,0
49749,0
18311,0
2515,0
37320,0
50368,0
22180,0
39763,0
15832,1
32853,0
45074,0
39190,0
811,0
49475,0
30068,0
18630,1
5234,0
40567,0
8345,0
32425,0
22112,0
46739,0
11905,0
18358,0
33514,0
6699,0
50114,0
52125,0
30906,0
35474,0
1468,0
16557,0
15296,0
10434,0
44913,1
44257,0
52004,0
13633,0
23485,0
41573,0
6519,0
22795,0
42762,1
20715,0
38777,0
52918,0
18205,0
36212,0
51045,0
13628,0
51883,0
25324,0
34636,0
12436,1
43456,0
1545,0
54885,0
35186,0
30996,1
45111,0
10961,0
21529,0
23551,0
986,1
34338,0
14827,0
23638,1
979,1
34184,0
48572,0
28252,1
49213,0
17340,1
17850,1
39475,0
50670,1
36659,0
53332,0
904,0
51929,0
30980,0
18888,0
37965,0
18582,0
47689,0
30006,1
48896,0
35482,0
37414,0
97,1
15213,1
33470,0
25457,0
9515,0
49172,0
21721,0
24099,0
27164,1
14547,1
23732,0
14728,0
10581,0
52131,0
46270,0
29075,1
5664,0
14870,0
16788,0
20771,0
42969,0
27486,0
31073,0
33019,1
21521,0
54653,0
40803,1
47260,0
1429,0
6525,1
52226,0
30456,1
20725,1
47403,0
19777,0
20071,0
26324,0
23182,1
35668,0
46887,1
1247,0
22355,1
25455,0
33875,1
37585,0
6223,0
23682,1
44667,1
38864,0
44130,0
37432,0
20380,0
15361,0
17006,0
54752,0
20988,0
5638,0
12918,1
28190,0
46330,0
43054,0
3995,0
18020,0
45160,0
54068,0
37033,0
49402,0
44464,0
50598,0
48832,0
21090,0
44516,0
30591,0
2735,0
38472,0
47658,1
37391,0
52907,0
24145,0
24447,0
4254,0
2962,1
54187,0
48058,0
2573,0
42009,0
45583,1
11425,1
48152,1
17077,0
16375,0
11887,0
32280,0
12496,1
5898,0
8881,0
54429,0
34229,0
12925,0
39593,1
54679,0
3567,0
43386,0
2566,0
51073,0
18273,1
44851,0
37230,0
36194,0
28935,1
52460,0
24184,0
291,0
50975,0
39264,0
24253,1
8578,1
49832,0
54921,0
44381,0
35887,0
54507,1
20744,0
24706,0
48193,1
43276,0
7733,0
34723,0
39402,0
13347,0
54775,0
34744,0
12456,0
21720,0
15768,0
19883,0
47945,0
54463,0
27520,0
10373,0
54771,0
50789,0
49217,0
52069,1
18389,0
20895,1
50513,0
39766,0
15783,0
35475,1
52792,1
9370,0
25311,1
12379,0
26389,0
24748,0
22458,0
31405,0
52827,0
34920,1
29859,0
52303,1
50155,1
42575,0
21747,0
5391,0
47918,0
15481,1
43537,0
9303,0
8079,0
44157,0
4795,0
44669,0
53826,1
351,0
6188,0
17642,1
26114,0
19071,0
37430,0
9088,0
42691,0
20235,0
45614,0
17818,0
4894,0
5453,0
2740,1
38700,0
28064,0
16356,0
24752,0
41509,0
27095,0
12683,0
54678,0
21971,0
5848,0
43074,0
29737,0
47193,0
22999,0
42450,0
49334,0
9630,0
19193,0
33567,1
37784,0
51732,0
3494,0
51765,0
25025,0
27039,0
23795,1
25394,0
50714,0
5136,0
28116,0
2861,0
31658,0
8124,0
16240,0
14740,0
37144,0
32063,0
21066,0
26303,0
37105,0
27327,1
2794,0
11055,0
32738,0
12468,0
40719,0
52091,1
44220,0
40227,0
10473,0
16208,0
42206,0
27028,1
5168,0
4297,0
37567,0
53847,0
1964,1
17590,0
33017,0
54268,0
14799,0
5672,0
3392,0
34955,0
7771,0
21049,0
29126,0
13978,0
12750,1
49045,0
29442,0
15983,1
3847,0
43644,0
52784,0
6862,0
23717,0
26355,0
2890,0
19508,0
6345,0
18294,0
7773,0
48889,0
3466,0
55006,0
31261,0
35431,0
29123,0
46833,0
45623,0
10623,0
5911,0
42330,0
30952,0
39017,1
40623,1
19096,0
1986,0
19921,0
39463,0
21517,1
31374,0
42980,0
2194,0
21510,0
34033,0
42909,1
21060,1
748,0
42542,1
46283,0
42499,0
25336,0
15145,0
4198,0
3501,0
3732,1
43256,1
43180,0
3737,0
53375,0
19910,0
33299,0
3858,0
5438,0
34631,0
43958,0
18522,1
8864,0
47520,0
27996,0
30943,0
15401,0
13552,0
43382,0
38083,0
50264,0
52656,0
16460,1
22231,0
37006,0
32239,1
8648,0
54211,0
10895,0
47546,0
35191,0
35400,0
51823,0
26048,0
2428,0
13274,0
52425,0
20566,0
46853,0
37719,0
42598,1
48856,0
40593,0
20242,0
38793,1
44533,0
50588,0
25173,0
42700,0
18436,0
43480,0
10854,0
34948,0
15264,0
21331,1
29793,0
11176,1
18165,0
4719,0
17443,0
4701,0
41464,0
10956,0
8653,0
22103,0
11202,0
43441,0
18225,0
27589,1
16243,0
46429,0
31560,0
33221,0
47798,0
22898,0
43369,0
15901,0
20471,0
35688,0
3015,0
21807,0
17120,0
40968,0
34038,1
34551,1
16219,0
25786,0
8857,0
42709,1
49009,0
283,0
15651,0
30391,1
11849,0
5713,0
20206,0
210,0
1494,1
29208,0
36124,0
53360,0
12565,0
14301,0
24858,0
29738,0
20151,0
47758,0
52857,1
39412,0
12497,0
43481,1
51951,0
45268,0
32765,1
2039,0
17039,0
13308,1
41504,1
27517,1
264,0
44047,0
44161,0
40507,0
46639,0
29070,0
958,0
33868,0
1552,0
28475,0
36781,0
48266,0
38951,0
17253,0
10455,0
10366,0
33023,0
9112,0
53156,0
34536,0
21328,0
49125,0
53923,0
28445,0
9233,0
6785,1
243,0
54444,1
25894,0
54833,0
21163,0
33244,0
8216,0
50677,0
26152,1
44668,0
52388,0
32753,0
18831,0
19612,0
19013,0
4456,0
50487,0
33333,0
40065,0
39424,0
4029,0
26724,0
17577,1
4490,0
38734,0
17434,0
25509,1
31823,0
43494,0
53624,0
41741,0
42098,0
41717,0
10654,0
52065,0
50991,1
12715,0
29263,0
23677,0
30183,0
32688,1
44654,0
25623,0
6465,0
9867,1
2603,0
25514,0
10731,1
12044,0
194,0
36663,0
54680,0
16291,0
27199,1
28611,0
12245,0
48015,0
26488,0
32547,0
53793,1
52597,0
41648,0
21252,0
15234,0
36421,1
9812,0
11854,0
43176,0
46957,0
21876,0
26289,0
24523,1
40518,0
32263,0
39273,0
13754,0
35680,0
24544,0
32166,0
23347,1
12631,0
42794,0
40055,0
47916,0
32741,0
29039,0
21274,0
28075,0
14387,0
15697,1
45525,0
7949,0
7212,0
19388,0
13371,0
12893,0
23118,0
52151,1
29841,0
52078,0
4064,1
11377,0
8697,0
20640,0
39446,0
1817,0
37267,0
8883,0
35752,0
37023,1
41313,0
17978,0
11536,0
29671,0
5172,1
39944,0
40826,1
36710,0
17471,0
3945,0
32011,1
24572,0
42683,0
16237,0
40010,0
36348,0
36427,0
44159,0
9998,1
54118,0
11372,0
49684,0
43716,1
39477,0
46889,1
18798,0
26653,0
41494,0
7509,0
33914,1
33339,0
27772,0
13650,0
36947,0
5658,1
44552,0
33429,0
16529,0
14609,0
52470,0
4290,1
38087,0
39512,1
13439,0
17399,0
4532,0
53783,0
53282,0
37036,0
32680,0
8443,0
17989,1
45090,0
50261,0
13024,0
40051,0
15579,0
49636,0
41959,0
30403,0
2560,1
13814,0
45859,0
17772,1
46946,0
1,0
28156,1
24605,0
26399,0
52354,0
4601,0
33772,1
19815,1
27293,0
16063,1
17705,0
39501,1
35437,0
22021,1
2693,0
4271,0
15417,0
1737,0
11629,0
37122,0
46840,1
21444,0
32,0
5896,0
53587,0
2334,0
11213,0
22933,0
9916,1
47544,0
1898,0
7530,0
2624,1
41838,0
7351,1
32176,0
27824,0
31441,1
36566,0
24133,0
21901,0
40341,1
43594,0
43475,0
27819,0
38896,0
1075,0
52375,0
42361,0
54591,1
28512,1
5452,0
10856,0
15320,0
32013,1
48595,0
32570,0
46051,0
10518,0
48183,0
7876,0
6707,0
23064,0
23451,1
19916,1
45340,0
23981,1
36785,0
8728,0
37654,1
11624,1
32886,0
51568,0
45987,0
23896,0
50753,0
31740,1
29365,0
1754,0
34958,0
32081,0
26222,0
1600,0
28235,0
46742,0
53641,0
10531,0
50068,0
10105,1
26613,0
39249,0
36528,0
54659,0
29894,0
38535,0
31426,0
43165,1
6058,1
37495,0
34015,0
21199,0
2025,1
34305,1
40232,1
9221,0
22801,0
47459,0
43338,0
47375,1
52390,1
35777,1
21307,0
46738,0
24762,0
1307,0
20765,1
42886,0
45609,0
602,0
46640,0
34492,0
11255,0
54504,0
29980,0
29160,0
36372,0
15287,0
35740,0
14351,0
6691,0
16722,0
28670,0
44991,0
1632,0
7015,0
27037,0
23781,0
29140,0
24885,0
17846,0
19131,1
37854,1
34868,1
11348,0
3019,1
32279,0
2785,1
21351,0
5846,1
12152,0
33326,0
18399,0
37748,0
16757,0
24918,0
15273,0
22337,0
29421,0
32252,0
2293,0
25922,1
24092,1
12021,0
12439,0
41228,0
41299,0
35581,0
37634,0
12369,0
41081,1
34985,1
34657,0
38131,0
5381,0
47361,0
30675,0
26379,0
27844,0
23941,0
51029,0
40467,1
36548,0
10227,0
17861,0
30723,0
16048,0
35123,0
49197,1
26817,0
20079,0
8921,0
36945,0
42345,0
44423,0
19115,0
20204,0
30835,0
630,0
6368,0
38023,1
40638,0
27474,0
1267,0
50079,0
43657,0
6014,0
26785,0
17071,0
15529,1
11250,0
52506,0
54323,0
31354,0
12636,0
33535,0
47342,1
14532,1
41132,0
16732,0
51922,0
45171,0
22263,0
19778,0
50757,0
31672,1
286,0
24192,0
40331,0
7218,0
33982,0
53073,0
200,0
41720,0
2319,1
10899,0
40557,0
37688,1
39229,0
702,0
21102,0
8202,0
8620,0
37957,0
36390,0
24147,0
8805,0
6108,0
36316,1
32034,1
36814,0
35467,0
13637,0
35651,0
41097,1
49311,0
45722,1
27338,0
46572,0
17438,0
15058,0
34534,0
33003,0
40430,0
2195,1
49171,0
30398,0
17560,0
32874,0
54649,0
36422,0
47559,0
48964,0
52229,0
41541,0
13012,1
23418,0
21910,0
52767,0
42920,0
37693,0
41893,1
18274,0
32594,0
29937,0
36445,1
42741,0
52386,0
41333,0
